player_id,photo_url
a1d95bd8,
9a963804,https://commons.wikimedia.org/wiki/Special:FilePath/Liam%20Plunkett%202017%20%28cropped%29.jpg?width=330
60aa2db3,
2f9d0389,https://commons.wikimedia.org/wiki/Special:FilePath/Lockie%20Ferguson.jpg?width=330
d3611425,
cca50cd6,https://commons.wikimedia.org/wiki/Special:FilePath/Luke%20Wright%20in%202008.JPG?width=330
89f64c19,https://commons.wikimedia.org/wiki/Special:FilePath/Lendl%20Simmons.jpg?width=330
1be70c88,
b1451597,
b61a3e1a,https://commons.wikimedia.org/wiki/Special:FilePath/Ross%20Taylor%20CNZM%20%28cropped%29.jpg?width=330
50c6bc2b,
ad427b5c,
0404d43c,https://commons.wikimedia.org/wiki/Special:FilePath/Liton%20Das%20%283%29.jpg?width=330
e2db2409,https://commons.wikimedia.org/wiki/Special:FilePath/M%20Ashwin.jpg?width=330
81c36ee9,https://commons.wikimedia.org/wiki/Special:FilePath/Marco%20Jansen%202022.jpg?width=330
d84378a4,
abfeb126,https://commons.wikimedia.org/wiki/Special:FilePath/Murali%20kartik%20bowling.jpg?width=330
b970a03f,https://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Klinger.jpg?width=330
c42aaf71,https://commons.wikimedia.org/wiki/Special:FilePath/Mithun%20manhas.jpg?width=330
a9fd84fb,
5bb5a915,https://commons.wikimedia.org/wiki/Special:FilePath/Morne%20Morkel.jpg?width=330
4ba44e19,https://commons.wikimedia.org/wiki/Special:FilePath/MuralitharanBust2004IMG.JPG?width=330
20a941bb,https://commons.wikimedia.org/wiki/Special:FilePath/Makhaya%20Ntini%204.jpg?width=330
64839cb3,
85e0cf10,
de8d3876,
7dcb9bc9,https://commons.wikimedia.org/wiki/Special:FilePath/Shahrukh%20Khan.jpg?width=330
cf0ccafa,
f24c6701,
fb5f69e4,
4b57e452,https://commons.wikimedia.org/wiki/Special:FilePath/Murali%20Vijay.jpg?width=330
c03e2850,https://commons.wikimedia.org/wiki/Special:FilePath/MananVohra%20Magic%20book%20of%20record.jpg?width=330
d4eef961,https://commons.wikimedia.org/wiki/Special:FilePath/MARCHANT%20DE%20LANGE%20%2815706712732%29.jpg?width=330
00ea847a,https://commons.wikimedia.org/wiki/Special:FilePath/Mayank%20agarwal%20%28cropped%29.jpg?width=330
0d232ffd,
